"cs1_townid","City_Name"
F5F1E6A8-C870-E011-A41E-005056BD3748,חורשים
F7F1E6A8-C870-E011-A41E-005056BD3748,חזון
F9F1E6A8-C870-E011-A41E-005056BD3748,חיבת ציון
FBF1E6A8-C870-E011-A41E-005056BD3748,חיננית
FDF1E6A8-C870-E011-A41E-005056BD3748,חיפה
FFF1E6A8-C870-E011-A41E-005056BD3748,חירות
"01F2E6A8-C870-E011-A41E-005056BD3748",חלוץ
"03F2E6A8-C870-E011-A41E-005056BD3748",חלמיש
"05F2E6A8-C870-E011-A41E-005056BD3748",חלץ
"07F2E6A8-C870-E011-A41E-005056BD3748",חמאם
"09F2E6A8-C870-E011-A41E-005056BD3748",חמד
"0BF2E6A8-C870-E011-A41E-005056BD3748",חמדיה
"0DF2E6A8-C870-E011-A41E-005056BD3748",חמדת
"0FF2E6A8-C870-E011-A41E-005056BD3748",חמרה
"11F2E6A8-C870-E011-A41E-005056BD3748",חניאל
"13F2E6A8-C870-E011-A41E-005056BD3748",חניתה
"15F2E6A8-C870-E011-A41E-005056BD3748",חנתון
"17F2E6A8-C870-E011-A41E-005056BD3748",חספין
"19F2E6A8-C870-E011-A41E-005056BD3748",חפץ חיים
"1BF2E6A8-C870-E011-A41E-005056BD3748",חפצי-בה
"1DF2E6A8-C870-E011-A41E-005056BD3748",חצב
"1FF2E6A8-C870-E011-A41E-005056BD3748",חצבה
"21F2E6A8-C870-E011-A41E-005056BD3748",חצור הגלילית
"23F2E6A8-C870-E011-A41E-005056BD3748",חצור-אשדוד
"25F2E6A8-C870-E011-A41E-005056BD3748",חצר בארותיים
"27F2E6A8-C870-E011-A41E-005056BD3748",חצרות חולדה
"29F2E6A8-C870-E011-A41E-005056BD3748",חצרות יסף
"2BF2E6A8-C870-E011-A41E-005056BD3748","חצרות כ""ח"
"2DF2E6A8-C870-E011-A41E-005056BD3748",חצרים
"2FF2E6A8-C870-E011-A41E-005056BD3748",חרב לאת
"31F2E6A8-C870-E011-A41E-005056BD3748",חרוצים
"33F2E6A8-C870-E011-A41E-005056BD3748",חרמש
"35F2E6A8-C870-E011-A41E-005056BD3748",חרשים
"37F2E6A8-C870-E011-A41E-005056BD3748",חשמונאים
"39F2E6A8-C870-E011-A41E-005056BD3748",טבריה
"3BF2E6A8-C870-E011-A41E-005056BD3748",טובא-זנגריה
"3DF2E6A8-C870-E011-A41E-005056BD3748",טורעאן
"3FF2E6A8-C870-E011-A41E-005056BD3748",טייבה
"41F2E6A8-C870-E011-A41E-005056BD3748",טייבה (בעמק)
"43F2E6A8-C870-E011-A41E-005056BD3748",טירה
"45F2E6A8-C870-E011-A41E-005056BD3748",טירת יהודה
"47F2E6A8-C870-E011-A41E-005056BD3748",טירת כרמל
"49F2E6A8-C870-E011-A41E-005056BD3748",טירת צבי
"4BF2E6A8-C870-E011-A41E-005056BD3748",טל שחר
"4DF2E6A8-C870-E011-A41E-005056BD3748",טל-אל
"4FF2E6A8-C870-E011-A41E-005056BD3748",טללים
"51F2E6A8-C870-E011-A41E-005056BD3748",טלמון
"53F2E6A8-C870-E011-A41E-005056BD3748",טמרה
"55F2E6A8-C870-E011-A41E-005056BD3748",טמרה (יזרעאל)
"57F2E6A8-C870-E011-A41E-005056BD3748",טנא
"59F2E6A8-C870-E011-A41E-005056BD3748",טפחות
"5BF2E6A8-C870-E011-A41E-005056BD3748",יאנוח-ג'ת
"5DF2E6A8-C870-E011-A41E-005056BD3748",יבול
"5FF2E6A8-C870-E011-A41E-005056BD3748",יבנאל
"61F2E6A8-C870-E011-A41E-005056BD3748",יבנה
"63F2E6A8-C870-E011-A41E-005056BD3748",יגור
"65F2E6A8-C870-E011-A41E-005056BD3748",יגל
"67F2E6A8-C870-E011-A41E-005056BD3748",יד בנימין
"69F2E6A8-C870-E011-A41E-005056BD3748",יד השמונה
"6BF2E6A8-C870-E011-A41E-005056BD3748",יד חנה
"6DF2E6A8-C870-E011-A41E-005056BD3748",יד מרדכי
"6FF2E6A8-C870-E011-A41E-005056BD3748",יד נתן
"71F2E6A8-C870-E011-A41E-005056BD3748","יד רמב""ם"
"73F2E6A8-C870-E011-A41E-005056BD3748",ידידה
"75F2E6A8-C870-E011-A41E-005056BD3748",יהוד-מונוסון
"77F2E6A8-C870-E011-A41E-005056BD3748",יהל
"79F2E6A8-C870-E011-A41E-005056BD3748",יובל
"7BF2E6A8-C870-E011-A41E-005056BD3748",יובלים
"7DF2E6A8-C870-E011-A41E-005056BD3748",יודפת
"7FF2E6A8-C870-E011-A41E-005056BD3748",יונתן
"81F2E6A8-C870-E011-A41E-005056BD3748",יושיביה
"83F2E6A8-C870-E011-A41E-005056BD3748",יזרעאל
"85F2E6A8-C870-E011-A41E-005056BD3748",יחיעם
"87F2E6A8-C870-E011-A41E-005056BD3748",יטבתה
"89F2E6A8-C870-E011-A41E-005056BD3748","ייט""ב"
"8BF2E6A8-C870-E011-A41E-005056BD3748",יכיני
"8DF2E6A8-C870-E011-A41E-005056BD3748",ינוב
"8FF2E6A8-C870-E011-A41E-005056BD3748",ינון
"91F2E6A8-C870-E011-A41E-005056BD3748",יסוד המעלה
"93F2E6A8-C870-E011-A41E-005056BD3748",יסודות
"95F2E6A8-C870-E011-A41E-005056BD3748",יסעור
"97F2E6A8-C870-E011-A41E-005056BD3748",יעד
"99F2E6A8-C870-E011-A41E-005056BD3748",יעל
"9BF2E6A8-C870-E011-A41E-005056BD3748",יעף
"9DF2E6A8-C870-E011-A41E-005056BD3748",יערה
"9FF2E6A8-C870-E011-A41E-005056BD3748",יפיע
A1F2E6A8-C870-E011-A41E-005056BD3748,יפית
A3F2E6A8-C870-E011-A41E-005056BD3748,יפעת
A5F2E6A8-C870-E011-A41E-005056BD3748,יפתח
A7F2E6A8-C870-E011-A41E-005056BD3748,יצהר
A9F2E6A8-C870-E011-A41E-005056BD3748,יציץ
ABF2E6A8-C870-E011-A41E-005056BD3748,יקום
ADF2E6A8-C870-E011-A41E-005056BD3748,יקיר
AFF2E6A8-C870-E011-A41E-005056BD3748,יקנעם (מושבה)
B1F2E6A8-C870-E011-A41E-005056BD3748,יקנעם עילית
B3F2E6A8-C870-E011-A41E-005056BD3748,יראון
B5F2E6A8-C870-E011-A41E-005056BD3748,ירדנה
B7F2E6A8-C870-E011-A41E-005056BD3748,ירוחם
B9F2E6A8-C870-E011-A41E-005056BD3748,ירושלים
BBF2E6A8-C870-E011-A41E-005056BD3748,ירחיב
BDF2E6A8-C870-E011-A41E-005056BD3748,ירכא
BFF2E6A8-C870-E011-A41E-005056BD3748,ירקונה
C1F2E6A8-C870-E011-A41E-005056BD3748,ישע
C3F2E6A8-C870-E011-A41E-005056BD3748,ישעי
C5F2E6A8-C870-E011-A41E-005056BD3748,ישרש
C7F2E6A8-C870-E011-A41E-005056BD3748,יתד
C9F2E6A8-C870-E011-A41E-005056BD3748,יתיר
CBF2E6A8-C870-E011-A41E-005056BD3748,כאבול
CDF2E6A8-C870-E011-A41E-005056BD3748,כאוכב אבו אל-היג'א
CFF2E6A8-C870-E011-A41E-005056BD3748,כברי
D1F2E6A8-C870-E011-A41E-005056BD3748,כדורי
D3F2E6A8-C870-E011-A41E-005056BD3748,כדים
D5F2E6A8-C870-E011-A41E-005056BD3748,כוכב השחר
D7F2E6A8-C870-E011-A41E-005056BD3748,כוכב יאיר
D9F2E6A8-C870-E011-A41E-005056BD3748,כוכב יעקב
DBF2E6A8-C870-E011-A41E-005056BD3748,כוכב מיכאל
DDF2E6A8-C870-E011-A41E-005056BD3748,כורזים
DFF2E6A8-C870-E011-A41E-005056BD3748,כחל
E1F2E6A8-C870-E011-A41E-005056BD3748,כיסופים
E3F2E6A8-C870-E011-A41E-005056BD3748,כישור
E5F2E6A8-C870-E011-A41E-005056BD3748,כליל
E7F2E6A8-C870-E011-A41E-005056BD3748,כלנית
E9F2E6A8-C870-E011-A41E-005056BD3748,כמאנה
EBF2E6A8-C870-E011-A41E-005056BD3748,כמהין
EDF2E6A8-C870-E011-A41E-005056BD3748,כמון
EFF2E6A8-C870-E011-A41E-005056BD3748,כנות
F1F2E6A8-C870-E011-A41E-005056BD3748,כנף
F3F2E6A8-C870-E011-A41E-005056BD3748,כנרת (מושבה)
F5F2E6A8-C870-E011-A41E-005056BD3748,כנרת (קבוצה)
F7F2E6A8-C870-E011-A41E-005056BD3748,כסיפה
F9F2E6A8-C870-E011-A41E-005056BD3748,כסלון
FBF2E6A8-C870-E011-A41E-005056BD3748,כסרא-סמיע
FDF2E6A8-C870-E011-A41E-005056BD3748,כעביה-טבאש-חג'אג'רה
FFF2E6A8-C870-E011-A41E-005056BD3748,כפר אביב
"01F3E6A8-C870-E011-A41E-005056BD3748",אלון
"03F3E6A8-C870-E011-A41E-005056BD3748",כפר אוריה
"05F3E6A8-C870-E011-A41E-005056BD3748","כפר אז""ר"
"07F3E6A8-C870-E011-A41E-005056BD3748",כפר אחים
"09F3E6A8-C870-E011-A41E-005056BD3748",כפר ביאליק
"0BF3E6A8-C870-E011-A41E-005056BD3748","כפר ביל""ו"
"0DF3E6A8-C870-E011-A41E-005056BD3748",כפר בלום
"0FF3E6A8-C870-E011-A41E-005056BD3748",כפר בן נון
"11F3E6A8-C870-E011-A41E-005056BD3748",כפר ברא
"13F3E6A8-C870-E011-A41E-005056BD3748",כפר ברוך
"15F3E6A8-C870-E011-A41E-005056BD3748",כפר גדעון
"17F3E6A8-C870-E011-A41E-005056BD3748",כפר גלים
"19F3E6A8-C870-E011-A41E-005056BD3748",כפר גליקסון
"1BF3E6A8-C870-E011-A41E-005056BD3748",כפר גלעדי
"1DF3E6A8-C870-E011-A41E-005056BD3748",כפר דניאל
"1FF3E6A8-C870-E011-A41E-005056BD3748",כפר דרום
"21F3E6A8-C870-E011-A41E-005056BD3748",כפר האורנים
"23F3E6A8-C870-E011-A41E-005056BD3748",כפר החורש
"25F3E6A8-C870-E011-A41E-005056BD3748",כפר המכבי
"27F3E6A8-C870-E011-A41E-005056BD3748",כפר הנגיד
"29F3E6A8-C870-E011-A41E-005056BD3748",כפר הנוער הדתי
"2BF3E6A8-C870-E011-A41E-005056BD3748",כפר הנשיא
"2DF3E6A8-C870-E011-A41E-005056BD3748",כפר הס
"2FF3E6A8-C870-E011-A41E-005056BD3748","כפר הרא""ה"
"31F3E6A8-C870-E011-A41E-005056BD3748","כפר הרי""ף"
"33F3E6A8-C870-E011-A41E-005056BD3748",כפר ויתקין
"35F3E6A8-C870-E011-A41E-005056BD3748",כפר ורבורג
"37F3E6A8-C870-E011-A41E-005056BD3748",כפר ורדים
"39F3E6A8-C870-E011-A41E-005056BD3748",כפר זוהרים
"3BF3E6A8-C870-E011-A41E-005056BD3748",כפר זיתים
"3DF3E6A8-C870-E011-A41E-005056BD3748","כפר חב""ד"
"3FF3E6A8-C870-E011-A41E-005056BD3748",כפר חושן
"41F3E6A8-C870-E011-A41E-005056BD3748",כפר חיטים
"43F3E6A8-C870-E011-A41E-005056BD3748",כפר חיים
"45F3E6A8-C870-E011-A41E-005056BD3748",כפר חנניה
"47F3E6A8-C870-E011-A41E-005056BD3748",כפר חסידים א'
"49F3E6A8-C870-E011-A41E-005056BD3748",כפר חסידים ב'
"4BF3E6A8-C870-E011-A41E-005056BD3748",כפר חרוב
"4DF3E6A8-C870-E011-A41E-005056BD3748",כפר טרומן
"4FF3E6A8-C870-E011-A41E-005056BD3748",כפר יאסיף
"51F3E6A8-C870-E011-A41E-005056BD3748",כפר ידידיה
"53F3E6A8-C870-E011-A41E-005056BD3748",כפר יהושע
"55F3E6A8-C870-E011-A41E-005056BD3748",כפר יונה
"57F3E6A8-C870-E011-A41E-005056BD3748",כפר יחזקאל
"59F3E6A8-C870-E011-A41E-005056BD3748",כפר יעבץ
"5BF3E6A8-C870-E011-A41E-005056BD3748",כפר כמא
"5DF3E6A8-C870-E011-A41E-005056BD3748",כפר כנא
"5FF3E6A8-C870-E011-A41E-005056BD3748",כפר מונש
"61F3E6A8-C870-E011-A41E-005056BD3748",כפר מימון
"63F3E6A8-C870-E011-A41E-005056BD3748","כפר מל""ל"
"65F3E6A8-C870-E011-A41E-005056BD3748",כפר מנדא
"67F3E6A8-C870-E011-A41E-005056BD3748",כפר מנחם
"69F3E6A8-C870-E011-A41E-005056BD3748",כפר מסריק
"6BF3E6A8-C870-E011-A41E-005056BD3748",כפר מצר
"6DF3E6A8-C870-E011-A41E-005056BD3748",כפר מרדכי
"6FF3E6A8-C870-E011-A41E-005056BD3748",כפר נטר
"71F3E6A8-C870-E011-A41E-005056BD3748",כפר סאלד
"73F3E6A8-C870-E011-A41E-005056BD3748",כפר סבא
"75F3E6A8-C870-E011-A41E-005056BD3748",כפר סילבר
"77F3E6A8-C870-E011-A41E-005056BD3748",כפר סירקין
"79F3E6A8-C870-E011-A41E-005056BD3748",כפר עבודה
"7BF3E6A8-C870-E011-A41E-005056BD3748",כפר עזה
"7DF3E6A8-C870-E011-A41E-005056BD3748",כפר עציון
"7FF3E6A8-C870-E011-A41E-005056BD3748",כפר פינס
"81F3E6A8-C870-E011-A41E-005056BD3748",כפר קאסם
"83F3E6A8-C870-E011-A41E-005056BD3748",כפר קיש
"85F3E6A8-C870-E011-A41E-005056BD3748",כפר קרע
"87F3E6A8-C870-E011-A41E-005056BD3748",כפר ראש הנקרה
"89F3E6A8-C870-E011-A41E-005056BD3748",כפר רוזנואלד (זרעית)
"8BF3E6A8-C870-E011-A41E-005056BD3748",כפר רופין
"8DF3E6A8-C870-E011-A41E-005056BD3748",כפר רות
"8FF3E6A8-C870-E011-A41E-005056BD3748",כפר שמאי
"91F3E6A8-C870-E011-A41E-005056BD3748",כפר שמואל
"93F3E6A8-C870-E011-A41E-005056BD3748",כפר שמריהו
"95F3E6A8-C870-E011-A41E-005056BD3748",כפר תבור
"97F3E6A8-C870-E011-A41E-005056BD3748",כפר תפוח
"99F3E6A8-C870-E011-A41E-005056BD3748",כרי דשא
"9BF3E6A8-C870-E011-A41E-005056BD3748",כרכום
"9DF3E6A8-C870-E011-A41E-005056BD3748",כרם בן זמרה
"9FF3E6A8-C870-E011-A41E-005056BD3748",כרם בן שמן
A1F3E6A8-C870-E011-A41E-005056BD3748,כרם יבנה (ישיבה)
A3F3E6A8-C870-E011-A41E-005056BD3748,"כרם מהר""ל"
A5F3E6A8-C870-E011-A41E-005056BD3748,כרם שלום
A7F3E6A8-C870-E011-A41E-005056BD3748,כרמי יוסף
A9F3E6A8-C870-E011-A41E-005056BD3748,כרמי צור
ABF3E6A8-C870-E011-A41E-005056BD3748,כרמיאל
ADF3E6A8-C870-E011-A41E-005056BD3748,כרמיה
AFF3E6A8-C870-E011-A41E-005056BD3748,כרמים
B1F3E6A8-C870-E011-A41E-005056BD3748,כרמל
B3F3E6A8-C870-E011-A41E-005056BD3748,לבון
B5F3E6A8-C870-E011-A41E-005056BD3748,לביא
B7F3E6A8-C870-E011-A41E-005056BD3748,לבנים
B9F3E6A8-C870-E011-A41E-005056BD3748,להב
BBF3E6A8-C870-E011-A41E-005056BD3748,להבות הבשן
BDF3E6A8-C870-E011-A41E-005056BD3748,להבות חביבה
BFF3E6A8-C870-E011-A41E-005056BD3748,להבים
C1F3E6A8-C870-E011-A41E-005056BD3748,לוד
C3F3E6A8-C870-E011-A41E-005056BD3748,לוזית
C5F3E6A8-C870-E011-A41E-005056BD3748,לוחמי הגיטאות
C7F3E6A8-C870-E011-A41E-005056BD3748,לוטם
C9F3E6A8-C870-E011-A41E-005056BD3748,לוטן
CBF3E6A8-C870-E011-A41E-005056BD3748,לימן
CDF3E6A8-C870-E011-A41E-005056BD3748,לכיש
CFF3E6A8-C870-E011-A41E-005056BD3748,לפיד
D1F3E6A8-C870-E011-A41E-005056BD3748,לפידות
D3F3E6A8-C870-E011-A41E-005056BD3748,לקיה
D5F3E6A8-C870-E011-A41E-005056BD3748,מאור
D7F3E6A8-C870-E011-A41E-005056BD3748,מאיר שפיה
D9F3E6A8-C870-E011-A41E-005056BD3748,מבוא ביתר
DBF3E6A8-C870-E011-A41E-005056BD3748,מבוא דותן
DDF3E6A8-C870-E011-A41E-005056BD3748,מבוא חורון
DFF3E6A8-C870-E011-A41E-005056BD3748,מבוא חמה
E1F3E6A8-C870-E011-A41E-005056BD3748,מבוא מודיעים
E3F3E6A8-C870-E011-A41E-005056BD3748,מבואות ים
E5F3E6A8-C870-E011-A41E-005056BD3748,מבועים
E7F3E6A8-C870-E011-A41E-005056BD3748,מבטחים
E9F3E6A8-C870-E011-A41E-005056BD3748,מבקיעים
EBF3E6A8-C870-E011-A41E-005056BD3748,מבשרת ציון
EDF3E6A8-C870-E011-A41E-005056BD3748,מגאר
EFF3E6A8-C870-E011-A41E-005056BD3748,מגדים
F1F3E6A8-C870-E011-A41E-005056BD3748,מגדל
F3F3E6A8-C870-E011-A41E-005056BD3748,מגדל העמק
F5F3E6A8-C870-E011-A41E-005056BD3748,מגדל עוז
F7F3E6A8-C870-E011-A41E-005056BD3748,מג'דל שמס
F9F3E6A8-C870-E011-A41E-005056BD3748,מגדלים
FBF3E6A8-C870-E011-A41E-005056BD3748,מגידו
FDF3E6A8-C870-E011-A41E-005056BD3748,מגל
FFF3E6A8-C870-E011-A41E-005056BD3748,מגן
"01F4E6A8-C870-E011-A41E-005056BD3748",מגן שאול
"03F4E6A8-C870-E011-A41E-005056BD3748",מגשימים
"05F4E6A8-C870-E011-A41E-005056BD3748",מדרך עוז
"07F4E6A8-C870-E011-A41E-005056BD3748",מדרשת בן גוריון
"09F4E6A8-C870-E011-A41E-005056BD3748",מדרשת רופין
"0BF4E6A8-C870-E011-A41E-005056BD3748",מודיעין
"0DF4E6A8-C870-E011-A41E-005056BD3748",מודיעין עילית
"0FF4E6A8-C870-E011-A41E-005056BD3748",מולדה
"11F4E6A8-C870-E011-A41E-005056BD3748",מולדת
"13F4E6A8-C870-E011-A41E-005056BD3748",מוצא עילית
"15F4E6A8-C870-E011-A41E-005056BD3748",מוקייבלה
"17F4E6A8-C870-E011-A41E-005056BD3748",מורג
"19F4E6A8-C870-E011-A41E-005056BD3748",מורן
"1BF4E6A8-C870-E011-A41E-005056BD3748",מורשת
"1DF4E6A8-C870-E011-A41E-005056BD3748",מזור
"1FF4E6A8-C870-E011-A41E-005056BD3748",מזכרת בתיה
"21F4E6A8-C870-E011-A41E-005056BD3748",מזרע
"23F4E6A8-C870-E011-A41E-005056BD3748",מזרעה
"25F4E6A8-C870-E011-A41E-005056BD3748",מחולה
"27F4E6A8-C870-E011-A41E-005056BD3748",מחנה הילה
"29F4E6A8-C870-E011-A41E-005056BD3748",מחנה טלי
"2BF4E6A8-C870-E011-A41E-005056BD3748",מחנה יבור
"2DF4E6A8-C870-E011-A41E-005056BD3748",מחנה יהודית
"2FF4E6A8-C870-E011-A41E-005056BD3748",מחנה יוכבד
"31F4E6A8-C870-E011-A41E-005056BD3748",מחנה יפה
"33F4E6A8-C870-E011-A41E-005056BD3748",מחנה יתיר
"35F4E6A8-C870-E011-A41E-005056BD3748",מחנה מרים
"37F4E6A8-C870-E011-A41E-005056BD3748",מחנה עדי
"39F4E6A8-C870-E011-A41E-005056BD3748",מחנה תל נוף
"3BF4E6A8-C870-E011-A41E-005056BD3748",מחניים
"3DF4E6A8-C870-E011-A41E-005056BD3748",מחסיה
"3FF4E6A8-C870-E011-A41E-005056BD3748",מטולה
"41F4E6A8-C870-E011-A41E-005056BD3748",מטע
"43F4E6A8-C870-E011-A41E-005056BD3748",מי עמי
"45F4E6A8-C870-E011-A41E-005056BD3748",מיטב
"47F4E6A8-C870-E011-A41E-005056BD3748",מייסר
"49F4E6A8-C870-E011-A41E-005056BD3748",מיצר
"4BF4E6A8-C870-E011-A41E-005056BD3748",מירב
"4DF4E6A8-C870-E011-A41E-005056BD3748",מירון
"4FF4E6A8-C870-E011-A41E-005056BD3748",מישר
"51F4E6A8-C870-E011-A41E-005056BD3748",מיתר
"53F4E6A8-C870-E011-A41E-005056BD3748",מכבים-רעות
"55F4E6A8-C870-E011-A41E-005056BD3748",מכורה
"57F4E6A8-C870-E011-A41E-005056BD3748",מכחול
"59F4E6A8-C870-E011-A41E-005056BD3748",מכמורת
"5BF4E6A8-C870-E011-A41E-005056BD3748",מכמנים
"5DF4E6A8-C870-E011-A41E-005056BD3748",מלאה
"5FF4E6A8-C870-E011-A41E-005056BD3748",מלילות
"61F4E6A8-C870-E011-A41E-005056BD3748",מלכיה
"63F4E6A8-C870-E011-A41E-005056BD3748",מלכישוע
"65F4E6A8-C870-E011-A41E-005056BD3748",מנוחה
"67F4E6A8-C870-E011-A41E-005056BD3748",מנוף
"69F4E6A8-C870-E011-A41E-005056BD3748",מנות
"6BF4E6A8-C870-E011-A41E-005056BD3748",מנחמיה
"6DF4E6A8-C870-E011-A41E-005056BD3748",מנרה
"6FF4E6A8-C870-E011-A41E-005056BD3748",מנשית זבדה
"71F4E6A8-C870-E011-A41E-005056BD3748",מסד
"73F4E6A8-C870-E011-A41E-005056BD3748",מסדה
"75F4E6A8-C870-E011-A41E-005056BD3748",מסילות
"77F4E6A8-C870-E011-A41E-005056BD3748",מסילת ציון
"79F4E6A8-C870-E011-A41E-005056BD3748",מסלול
"7BF4E6A8-C870-E011-A41E-005056BD3748",מסעדה
"7DF4E6A8-C870-E011-A41E-005056BD3748",מסעודין אל-עזאזמה
"7FF4E6A8-C870-E011-A41E-005056BD3748",מעברות
"81F4E6A8-C870-E011-A41E-005056BD3748",מעגלים
"83F4E6A8-C870-E011-A41E-005056BD3748",מעגן
"85F4E6A8-C870-E011-A41E-005056BD3748",מעגן מיכאל
"87F4E6A8-C870-E011-A41E-005056BD3748",מעוז חיים
"89F4E6A8-C870-E011-A41E-005056BD3748",מעון
"8BF4E6A8-C870-E011-A41E-005056BD3748",מעונה
"8DF4E6A8-C870-E011-A41E-005056BD3748",מעיליא
"8FF4E6A8-C870-E011-A41E-005056BD3748",מעין ברוך
"91F4E6A8-C870-E011-A41E-005056BD3748",מעין צבי
"93F4E6A8-C870-E011-A41E-005056BD3748",מעלה אדומים
"95F4E6A8-C870-E011-A41E-005056BD3748",מעלה אפרים
"97F4E6A8-C870-E011-A41E-005056BD3748",מעלה גלבוע
"99F4E6A8-C870-E011-A41E-005056BD3748",מעלה גמלא
"9BF4E6A8-C870-E011-A41E-005056BD3748",מעלה החמישה
"9DF4E6A8-C870-E011-A41E-005056BD3748",מעלה לבונה
"9FF4E6A8-C870-E011-A41E-005056BD3748",מעלה מכמש
A1F4E6A8-C870-E011-A41E-005056BD3748,מעלה עירון
A3F4E6A8-C870-E011-A41E-005056BD3748,מעלה עמוס
A5F4E6A8-C870-E011-A41E-005056BD3748,מעלה שומרון
A7F4E6A8-C870-E011-A41E-005056BD3748,מעלות-תרשיחא
A9F4E6A8-C870-E011-A41E-005056BD3748,מענית
ABF4E6A8-C870-E011-A41E-005056BD3748,מעש
ADF4E6A8-C870-E011-A41E-005056BD3748,מפלסים
AFF4E6A8-C870-E011-A41E-005056BD3748,מצדות יהודה
B1F4E6A8-C870-E011-A41E-005056BD3748,מצובה
B3F4E6A8-C870-E011-A41E-005056BD3748,מצליח
B5F4E6A8-C870-E011-A41E-005056BD3748,מצפה
B7F4E6A8-C870-E011-A41E-005056BD3748,"מצפה אבי""ב"
B9F4E6A8-C870-E011-A41E-005056BD3748,מצפה יריחו
BBF4E6A8-C870-E011-A41E-005056BD3748,מצפה נטופה
BDF4E6A8-C870-E011-A41E-005056BD3748,מצפה רמון
BFF4E6A8-C870-E011-A41E-005056BD3748,מצפה שלם
C1F4E6A8-C870-E011-A41E-005056BD3748,מצר
C3F4E6A8-C870-E011-A41E-005056BD3748,מקווה ישראל
C5F4E6A8-C870-E011-A41E-005056BD3748,מרגליות
C7F4E6A8-C870-E011-A41E-005056BD3748,מרום גולן
C9F4E6A8-C870-E011-A41E-005056BD3748,מרחב עם
CBF4E6A8-C870-E011-A41E-005056BD3748,מרחביה (מושב)
CDF4E6A8-C870-E011-A41E-005056BD3748,מרחביה (קיבוץ)
CFF4E6A8-C870-E011-A41E-005056BD3748,מרכז שפירא
D1F4E6A8-C870-E011-A41E-005056BD3748,משאבי שדה
D3F4E6A8-C870-E011-A41E-005056BD3748,משגב דב
D5F4E6A8-C870-E011-A41E-005056BD3748,משגב עם
D7F4E6A8-C870-E011-A41E-005056BD3748,משהד
D9F4E6A8-C870-E011-A41E-005056BD3748,משואה
DBF4E6A8-C870-E011-A41E-005056BD3748,משואות יצחק
DDF4E6A8-C870-E011-A41E-005056BD3748,משכיות
DFF4E6A8-C870-E011-A41E-005056BD3748,משמר איילון
E1F4E6A8-C870-E011-A41E-005056BD3748,משמר דוד
E3F4E6A8-C870-E011-A41E-005056BD3748,משמר הירדן
E5F4E6A8-C870-E011-A41E-005056BD3748,משמר הנגב
E7F4E6A8-C870-E011-A41E-005056BD3748,משמר העמק
E9F4E6A8-C870-E011-A41E-005056BD3748,משמר השבעה
EBF4E6A8-C870-E011-A41E-005056BD3748,משמר השרון
EDF4E6A8-C870-E011-A41E-005056BD3748,משמרות
EFF4E6A8-C870-E011-A41E-005056BD3748,משמרת
F1F4E6A8-C870-E011-A41E-005056BD3748,משען
F3F4E6A8-C870-E011-A41E-005056BD3748,מתן
F5F4E6A8-C870-E011-A41E-005056BD3748,מתת
F7F4E6A8-C870-E011-A41E-005056BD3748,מתתיהו
F9F4E6A8-C870-E011-A41E-005056BD3748,נאות גולן
FBF4E6A8-C870-E011-A41E-005056BD3748,נאות הכיכר
FDF4E6A8-C870-E011-A41E-005056BD3748,נאות מרדכי
FFF4E6A8-C870-E011-A41E-005056BD3748,נאות סמדר
"01F5E6A8-C870-E011-A41E-005056BD3748",נאעורה
"03F5E6A8-C870-E011-A41E-005056BD3748",נבטים
"05F5E6A8-C870-E011-A41E-005056BD3748",נגבה
"07F5E6A8-C870-E011-A41E-005056BD3748",נגוהות
"09F5E6A8-C870-E011-A41E-005056BD3748",נהורה
"0BF5E6A8-C870-E011-A41E-005056BD3748",נהלל
"0DF5E6A8-C870-E011-A41E-005056BD3748",נהריה
"0FF5E6A8-C870-E011-A41E-005056BD3748",נוב
"11F5E6A8-C870-E011-A41E-005056BD3748",נוגה
"13F5E6A8-C870-E011-A41E-005056BD3748",נווה אבות
"15F5E6A8-C870-E011-A41E-005056BD3748",נווה אור
"17F5E6A8-C870-E011-A41E-005056BD3748","נווה אטי""ב"
"19F5E6A8-C870-E011-A41E-005056BD3748",נווה אילן
"1BF5E6A8-C870-E011-A41E-005056BD3748",נווה איתן
"1DF5E6A8-C870-E011-A41E-005056BD3748",נווה אפעל
"1FF5E6A8-C870-E011-A41E-005056BD3748",נווה דניאל
"21F5E6A8-C870-E011-A41E-005056BD3748",נווה דקלים
"23F5E6A8-C870-E011-A41E-005056BD3748",נווה זוהר
"25F5E6A8-C870-E011-A41E-005056BD3748",נווה זיו
"27F5E6A8-C870-E011-A41E-005056BD3748",נווה חריף
"29F5E6A8-C870-E011-A41E-005056BD3748",נווה ים
"2BF5E6A8-C870-E011-A41E-005056BD3748",נווה ימין
"2DF5E6A8-C870-E011-A41E-005056BD3748",נווה ירק
"2FF5E6A8-C870-E011-A41E-005056BD3748",נווה מבטח
"31F5E6A8-C870-E011-A41E-005056BD3748",נווה מיכאל
"33F5E6A8-C870-E011-A41E-005056BD3748",נווה שלום
"35F5E6A8-C870-E011-A41E-005056BD3748",נועם
"37F5E6A8-C870-E011-A41E-005056BD3748",נוף איילון
"39F5E6A8-C870-E011-A41E-005056BD3748",נופים
"3BF5E6A8-C870-E011-A41E-005056BD3748",נופית
"3DF5E6A8-C870-E011-A41E-005056BD3748",נופך
"3FF5E6A8-C870-E011-A41E-005056BD3748",נוקדים
